epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,27.9843,0.83917,2.88093,1.20828,0.38521,0.79421,0.48982,0.43028,0.49481,1.37102,0.99657,0.00046641,0.00046641,0.00046641
2,85.3504,0.91408,1.60731,1.24474,0.25682,0.18007,0.13326,0.09971,nan,nan,nan,0.000939632,0.000939632,0.000939632
3,161.041,1.0111,1.41908,1.31211,0.3339,0.29171,0.18411,0.13575,nan,nan,nan,0.00140971,0.00140971,0.00140971
4,193.275,1.08685,1.42058,1.35674,0.4213,0.62111,0.46297,0.31449,1.16236,2.06204,1.45855,0.00141485,0.00141485,0.00141485
5,237.862,1.05142,1.31839,1.32685,0.37997,0.62564,0.37262,0.26647,1.11594,2.09623,1.44827,0.00141014,0.00141014,0.00141014
6,299.106,1.07896,1.33778,1.34537,0.40642,0.47319,0.41539,0.27541,nan,nan,nan,0.00140542,0.00140542,0.00140542
7,351.725,1.07324,1.29656,1.33276,0.58239,0.69555,0.65805,0.47555,1.04855,1.22013,1.33516,0.00140071,0.00140071,0.00140071
8,411.391,1.06168,1.2619,1.32911,0.61319,0.72207,0.71451,0.54112,0.97856,1.15646,1.27649,0.00139599,0.00139599,0.00139599
9,471.167,0.98692,1.1355,1.2896,0.57842,0.78058,0.74534,0.5801,0.91156,1.01733,1.24874,0.00139127,0.00139127,0.00139127
10,541.231,1.04104,1.18837,1.32849,0.6632,0.72309,0.77112,0.57951,0.97551,0.95489,1.27895,0.00138656,0.00138656,0.00138656
11,600.934,0.9866,1.07972,1.27076,0.64248,0.74597,0.76747,0.59003,0.92421,0.94854,1.26988,0.00138184,0.00138184,0.00138184
12,716.036,0.98569,1.05726,1.27194,0.73004,0.67934,0.7542,0.57163,0.97456,0.97881,1.28548,0.00137713,0.00137713,0.00137713
13,767.583,0.96511,1.06564,1.26781,0.6853,0.65461,0.72309,0.54448,1.0092,1.02425,1.3024,0.00137241,0.00137241,0.00137241
14,834.28,0.96261,1.00175,1.25715,0.69339,0.765,0.81118,0.62972,0.88343,0.90938,1.21404,0.0013677,0.0013677,0.0013677
15,884.699,0.96041,1.00232,1.26226,0.79376,0.71856,0.81116,0.64012,0.91182,0.84962,1.22941,0.00136298,0.00136298,0.00136298
16,932.975,0.92843,0.98668,1.2161,0.67581,0.70379,0.76493,0.59244,0.95351,1.10513,1.25298,0.00135826,0.00135826,0.00135826
17,1003.58,0.91164,0.92779,1.22189,0.7412,0.71353,0.78469,0.62665,0.85351,0.90719,1.20328,0.00135355,0.00135355,0.00135355
