epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,3498.97,0.97477,0.86187,1.35608,0.85105,0.86019,0.89677,0.58283,1.34369,0.67714,1.60477,0.00117435,0.00117435,0.00117435
56,3570.2,0.98579,0.8324,1.37161,0.81926,0.8373,0.87828,0.68461,0.89973,0.68419,1.24486,0.00116964,0.00116964,0.00116964
57,3604.93,0.94852,0.82558,1.32979,0.83969,0.80216,0.88048,0.60575,1.16794,0.74182,1.38818,0.00116492,0.00116492,0.00116492
58,3664.6,0.9465,0.85766,1.33628,0.81131,0.80937,0.88601,0.67843,0.94721,0.67377,1.25863,0.00116021,0.00116021,0.00116021
59,3725.74,0.92846,0.81804,1.32725,0.84427,0.79914,0.88903,0.64624,1.06736,0.73142,1.33792,0.00115549,0.00115549,0.00115549
60,3797.17,0.92858,0.79092,1.32817,0.91139,0.83418,0.91536,0.70055,0.97839,0.61175,1.26545,0.00115077,0.00115077,0.00115077
61,3860.79,0.94453,0.80473,1.34166,0.88397,0.78535,0.87308,0.66485,0.95519,0.72718,1.2554,0.00114606,0.00114606,0.00114606
62,3919.33,0.9535,0.82892,1.33046,0.84631,0.86484,0.89754,0.67155,0.99878,0.66364,1.28628,0.00114134,0.00114134,0.00114134
63,3961.51,0.94537,0.81658,1.32676,0.88245,0.81075,0.89506,0.69576,0.94787,0.64207,1.25279,0.00113663,0.00113663,0.00113663
64,4004.93,0.95051,0.80373,1.33517,0.86614,0.86043,0.90304,0.668,1.06402,0.66891,1.31546,0.00113191,0.00113191,0.00113191
65,4063.09,0.93315,0.77633,1.32336,0.86344,0.8487,0.91885,0.71551,0.94037,0.60292,1.22085,0.0011272,0.0011272,0.0011272
66,4136.47,0.9183,0.76898,1.3187,0.89284,0.7774,0.89098,0.69213,0.9067,0.65274,1.22657,0.00112248,0.00112248,0.00112248
67,4181.43,0.90003,0.75754,1.29962,0.87306,0.79432,0.89402,0.64528,1.08742,0.68933,1.34431,0.00111776,0.00111776,0.00111776
68,4241.22,0.94456,0.8026,1.33242,0.92353,0.80778,0.91433,0.7136,0.91089,0.61385,1.22747,0.00111305,0.00111305,0.00111305
69,4288.95,0.93001,0.74886,1.33183,0.91524,0.79765,0.90338,0.58419,1.36436,0.69283,1.53741,0.00110833,0.00110833,0.00110833
70,4331.96,0.95645,0.80259,1.33216,0.86872,0.78441,0.88332,0.67186,0.98752,0.68433,1.30611,0.00110362,0.00110362,0.00110362
71,4394.15,0.89314,0.75491,1.31231,0.91811,0.75893,0.89089,0.66427,1.05537,0.68624,1.31964,0.0010989,0.0010989,0.0010989
72,4460.02,0.91937,0.75912,1.30027,0.85523,0.80918,0.8613,0.65778,0.96416,0.6857,1.25951,0.00109419,0.00109419,0.00109419
73,4509.31,0.9249,0.78893,1.30493,0.89987,0.82959,0.90131,0.66265,1.06488,0.63616,1.33625,0.00108947,0.00108947,0.00108947
74,4559.25,0.88097,0.72591,1.2722,0.86054,0.81305,0.90647,0.70332,0.91325,0.61168,1.23237,0.00108475,0.00108475,0.00108475
75,4630.96,0.9042,0.77308,1.30869,0.8783,0.8398,0.90831,0.71734,0.85771,0.64301,1.21074,0.00108004,0.00108004,0.00108004
76,4701.27,0.88909,0.74843,1.3005,0.86644,0.86958,0.92011,0.68969,0.99321,0.59057,1.29232,0.00107532,0.00107532,0.00107532
77,4760.42,0.91101,0.75897,1.29199,0.84607,0.85366,0.90948,0.68258,0.97925,0.59871,1.26016,0.00107061,0.00107061,0.00107061
78,4795.36,0.90226,0.73617,1.29195,0.90046,0.88364,0.92984,0.70852,0.92988,0.54586,1.23269,0.00106589,0.00106589,0.00106589
79,4847.49,0.89915,0.71929,1.29181,0.89262,0.83514,0.9151,0.70421,0.92231,0.58389,1.22705,0.00106118,0.00106118,0.00106118
80,4902.47,0.92395,0.76038,1.31145,0.91985,0.84514,0.91646,0.72008,0.85798,0.60997,1.19046,0.00105646,0.00105646,0.00105646
81,4950,0.88853,0.74205,1.29008,0.91964,0.84053,0.91226,0.70064,0.94561,0.62661,1.2579,0.00105174,0.00105174,0.00105174
82,5008.94,0.89864,0.75164,1.2923,0.94263,0.82894,0.90719,0.70218,0.90074,0.61283,1.23614,0.00104703,0.00104703,0.00104703
83,5056.52,0.90176,0.71017,1.298,0.90476,0.79989,0.88741,0.69801,0.85255,0.66979,1.2032,0.00104231,0.00104231,0.00104231
84,5106.1,0.86918,0.75346,1.2843,0.85421,0.81839,0.91181,0.69094,0.91958,0.65369,1.2343,0.0010376,0.0010376,0.0010376
85,5156.84,0.87954,0.74046,1.28094,0.89656,0.87501,0.9233,0.71759,0.8573,0.55915,1.19966,0.00103288,0.00103288,0.00103288
86,5221.46,0.87452,0.7333,1.27843,0.91254,0.85408,0.92651,0.71499,0.87956,0.55963,1.21209,0.00102817,0.00102817,0.00102817
87,5286.61,0.86439,0.69979,1.27699,0.89597,0.79204,0.89844,0.69593,0.90146,0.7052,1.2289,0.00102345,0.00102345,0.00102345
88,5351.35,0.90428,0.70087,1.29495,0.90287,0.87317,0.93867,0.73719,0.84307,0.54001,1.18654,0.00101873,0.00101873,0.00101873
89,5413.16,0.8811,0.72066,1.2831,0.93396,0.87547,0.94362,0.73842,0.8523,0.52262,1.20496,0.00101402,0.00101402,0.00101402
90,5476.96,0.85034,0.67523,1.26371,0.8878,0.81978,0.9141,0.70645,0.9138,0.6832,1.23526,0.0010093,0.0010093,0.0010093
91,5541.95,0.847,0.69577,1.24861,0.8616,0.91228,0.935,0.7093,0.97734,0.58208,1.27493,0.00100459,0.00100459,0.00100459
92,5599.28,0.84135,0.6825,1.24443,0.86943,0.87578,0.92422,0.69434,0.95356,0.60106,1.2618,0.000999871,0.000999871,0.000999871
93,5678.69,0.86033,0.70081,1.27278,0.9449,0.83291,0.94374,0.70435,1.04414,0.59935,1.30745,0.000995156,0.000995156,0.000995156
94,5746.29,0.84961,0.69467,1.25089,0.9199,0.88712,0.94908,0.70985,1.02947,0.54109,1.29904,0.00099044,0.00099044,0.00099044
95,5818.99,0.83193,0.66262,1.23884,0.94795,0.81319,0.93753,0.71202,0.96568,0.58276,1.26139,0.000985724,0.000985724,0.000985724
96,5877.84,0.87431,0.69187,1.27643,0.91811,0.85956,0.93127,0.73838,0.87828,0.55844,1.19412,0.000981008,0.000981008,0.000981008
97,5938,0.86313,0.68139,1.26202,0.92203,0.85048,0.93653,0.74912,0.79615,0.54225,1.15065,0.000976293,0.000976293,0.000976293
98,6000.97,0.85824,0.66935,1.26027,0.91967,0.79182,0.9245,0.72781,0.86147,0.5591,1.17807,0.000971577,0.000971577,0.000971577
99,6053.51,0.8184,0.65492,1.22519,0.93441,0.81883,0.92742,0.71981,0.89868,0.56924,1.20144,0.000966861,0.000966861,0.000966861
100,6125.92,0.85513,0.69125,1.2587,0.91849,0.84498,0.93771,0.75173,0.8638,0.52547,1.16988,0.000962146,0.000962146,0.000962146
101,6172.82,0.83264,0.64409,1.23767,0.90276,0.81921,0.91548,0.72208,0.85611,0.57529,1.18363,0.00095743,0.00095743,0.00095743
102,6240.92,0.84454,0.67337,1.25999,0.9129,0.84012,0.92852,0.73369,0.85859,0.54365,1.18585,0.000952714,0.000952714,0.000952714
103,6301.22,0.84264,0.62802,1.24122,0.94045,0.84901,0.94145,0.73603,0.882,0.50859,1.20687,0.000947999,0.000947999,0.000947999
104,6366.7,0.82278,0.65369,1.23797,0.85796,0.8252,0.90542,0.7284,0.79493,0.61284,1.16062,0.000943283,0.000943283,0.000943283
105,6426.38,0.83594,0.67268,1.25059,0.89981,0.8895,0.92875,0.74978,0.80183,0.54569,1.1653,0.000938567,0.000938567,0.000938567
106,6477.46,0.83761,0.65846,1.25328,0.89923,0.87795,0.93298,0.72492,0.8843,0.5364,1.20854,0.000933851,0.000933851,0.000933851
107,6542.43,0.82543,0.62543,1.24143,0.88325,0.83227,0.91506,0.74352,0.80072,0.56054,1.1687,0.000929136,0.000929136,0.000929136
108,6604.1,0.78653,0.61252,1.21204,0.94977,0.85825,0.93027,0.7542,0.80053,0.54781,1.16199,0.00092442,0.00092442,0.00092442
109,6667.28,0.84286,0.67869,1.25932,0.92975,0.81466,0.90532,0.67171,1.00804,0.61402,1.31378,0.000919704,0.000919704,0.000919704
110,6726.13,0.83245,0.68003,1.2411,0.87243,0.83626,0.91411,0.73691,0.81661,0.61466,1.16573,0.000914989,0.000914989,0.000914989
111,6784.29,0.8115,0.64027,1.23376,0.91409,0.86313,0.94196,0.76037,0.8012,0.53035,1.157,0.000910273,0.000910273,0.000910273
112,6848.71,0.81749,0.63207,1.24219,0.89418,0.89001,0.93737,0.75337,0.81817,0.50798,1.15625,0.000905557,0.000905557,0.000905557
113,6922.63,0.81565,0.62878,1.23131,0.92234,0.84772,0.93526,0.74631,0.83439,0.51871,1.17789,0.000900842,0.000900842,0.000900842
114,6979.81,0.8014,0.6519,1.22195,0.91803,0.85935,0.93888,0.73824,0.86485,0.5255,1.19051,0.000896126,0.000896126,0.000896126
115,7039.88,0.81232,0.66241,1.23051,0.88595,0.84026,0.91048,0.69642,0.96155,0.63321,1.27066,0.00089141,0.00089141,0.00089141
116,7100.94,0.8306,0.63447,1.23511,0.89962,0.86297,0.94486,0.75265,0.83021,0.51969,1.18396,0.000886694,0.000886694,0.000886694
117,7153.92,0.80648,0.6184,1.22162,0.88227,0.89277,0.93466,0.7397,0.84625,0.48843,1.1852,0.000881979,0.000881979,0.000881979
118,7212.95,0.79994,0.64247,1.21956,0.8964,0.83922,0.90909,0.68458,0.98376,0.62536,1.27405,0.000877263,0.000877263,0.000877263
119,7285.22,0.79177,0.62362,1.21774,0.94864,0.83772,0.93231,0.72284,0.89735,0.54141,1.20876,0.000872547,0.000872547,0.000872547
120,7338.3,0.79326,0.59965,1.21336,0.94447,0.87391,0.95002,0.72064,0.9565,0.51251,1.25266,0.000867832,0.000867832,0.000867832
121,7398.44,0.80803,0.61063,1.22679,0.93825,0.8347,0.93534,0.7396,0.83805,0.54652,1.19107,0.000863116,0.000863116,0.000863116
122,7459.67,0.78604,0.60214,1.19782,0.91072,0.88534,0.94412,0.75376,0.81862,0.48713,1.17006,0.0008584,0.0008584,0.0008584
123,7518.45,0.79202,0.59991,1.21124,0.92714,0.83777,0.93743,0.7569,0.82789,0.56048,1.17224,0.000853685,0.000853685,0.000853685
124,7581.17,0.8268,0.62457,1.23834,0.92917,0.86307,0.93048,0.73461,0.85276,0.52842,1.18817,0.000848969,0.000848969,0.000848969
