epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,732.486,0.70409,0.67018,1.08397,0.87992,0.84898,0.93953,0.84384,0.5013,0.50781,0.972,0.00123566,0.00123566,0.00123566
43,747.657,0.67802,0.67326,1.07415,0.83139,0.86568,0.92068,0.83743,0.50089,0.52432,0.97115,0.00123094,0.00123094,0.00123094
44,763.198,0.68483,0.68071,1.08467,0.91833,0.88726,0.95041,0.86838,0.47796,0.43394,0.95186,0.00122622,0.00122622,0.00122622
45,784.715,0.67159,0.66043,1.05676,0.9126,0.8291,0.94117,0.85922,0.47617,0.50658,0.96273,0.00122151,0.00122151,0.00122151
46,800.119,0.68461,0.65751,1.07508,0.85034,0.89009,0.93663,0.84733,0.4868,0.50625,0.97205,0.00121679,0.00121679,0.00121679
47,815.481,0.69202,0.67214,1.07689,0.83039,0.85554,0.91905,0.82277,0.50205,0.56722,0.97289,0.00121208,0.00121208,0.00121208
48,830.962,0.68306,0.66258,1.07584,0.85389,0.88775,0.92944,0.84778,0.47893,0.51658,0.9581,0.00120736,0.00120736,0.00120736
49,846.88,0.67746,0.65193,1.07503,0.86635,0.91589,0.94546,0.8677,0.46629,0.44235,0.94936,0.00120265,0.00120265,0.00120265
50,862.136,0.67065,0.63693,1.06539,0.935,0.88535,0.93364,0.86056,0.44636,0.44241,0.94666,0.00119793,0.00119793,0.00119793
51,877.155,0.65933,0.63318,1.05659,0.90705,0.85616,0.93506,0.86123,0.46801,0.47529,0.97267,0.00119322,0.00119322,0.00119322
52,892.384,0.65491,0.64345,1.06513,0.88139,0.87361,0.93661,0.84956,0.48135,0.51558,0.96802,0.0011885,0.0011885,0.0011885
53,907.843,0.65917,0.6115,1.06115,0.89478,0.90332,0.94343,0.85523,0.46398,0.46783,0.96471,0.00118378,0.00118378,0.00118378
54,923.444,0.64516,0.60401,1.05381,0.9235,0.89719,0.93365,0.83516,0.49987,0.48729,0.96468,0.00117907,0.00117907,0.00117907
55,939.273,0.64824,0.63887,1.0602,0.87047,0.90155,0.93575,0.85746,0.47718,0.48944,0.95974,0.00117435,0.00117435,0.00117435
56,955.095,0.63614,0.57421,1.04847,0.9417,0.87052,0.94583,0.87199,0.44333,0.4393,0.94949,0.00116964,0.00116964,0.00116964
57,974.337,0.65679,0.61817,1.07186,0.87806,0.89859,0.93872,0.86304,0.46597,0.45655,0.95893,0.00116492,0.00116492,0.00116492
58,990.221,0.64287,0.60635,1.05194,0.90188,0.90299,0.95075,0.86266,0.47455,0.45357,0.96165,0.00116021,0.00116021,0.00116021
59,1005.91,0.63577,0.59166,1.04075,0.91352,0.88444,0.92955,0.84102,0.46608,0.48388,0.95895,0.00115549,0.00115549,0.00115549
60,1021.29,0.64246,0.64326,1.05951,0.92215,0.89115,0.94538,0.86325,0.4616,0.44249,0.95874,0.00115077,0.00115077,0.00115077
61,1036.67,0.66258,0.62975,1.065,0.92849,0.87192,0.94986,0.86833,0.46943,0.45877,0.96158,0.00114606,0.00114606,0.00114606
62,1052.41,0.62427,0.5831,1.0388,0.87615,0.86148,0.93235,0.8577,0.46356,0.536,0.95623,0.00114134,0.00114134,0.00114134
63,1068.43,0.64552,0.63686,1.06369,0.89896,0.86226,0.92945,0.84649,0.49473,0.50641,0.96684,0.00113663,0.00113663,0.00113663
64,1086.57,0.63,0.57624,1.0424,0.9135,0.91748,0.94167,0.86449,0.4752,0.46503,0.96092,0.00113191,0.00113191,0.00113191
65,1102.68,0.64164,0.60663,1.04559,0.88547,0.89341,0.93348,0.85452,0.47085,0.47328,0.96152,0.0011272,0.0011272,0.0011272
66,1118.74,0.63644,0.58876,1.04512,0.92394,0.88732,0.94544,0.86507,0.45655,0.42904,0.95533,0.00112248,0.00112248,0.00112248
67,1135.79,0.62856,0.5862,1.0416,0.91426,0.86937,0.93103,0.85216,0.47491,0.49327,0.95753,0.00111776,0.00111776,0.00111776
68,1151.18,0.60894,0.59314,1.02897,0.86821,0.90709,0.9337,0.86632,0.45403,0.47826,0.95767,0.00111305,0.00111305,0.00111305
69,1167.43,0.60575,0.5808,1.03481,0.93891,0.85949,0.93531,0.86681,0.45833,0.45626,0.95596,0.00110833,0.00110833,0.00110833
70,1182.97,0.62242,0.58797,1.0477,0.90125,0.88034,0.93477,0.86633,0.44459,0.44229,0.95207,0.00110362,0.00110362,0.00110362
71,1199.13,0.59879,0.56775,1.0244,0.90717,0.87411,0.93595,0.86825,0.44439,0.45842,0.94393,0.0010989,0.0010989,0.0010989
72,1215.48,0.60342,0.55962,1.02909,0.89254,0.87389,0.93335,0.8684,0.4378,0.50084,0.94576,0.00109419,0.00109419,0.00109419
73,1231.43,0.62833,0.61282,1.03536,0.91138,0.87653,0.94224,0.86523,0.45067,0.4102,0.95736,0.00108947,0.00108947,0.00108947
74,1248.51,0.60799,0.56434,1.02752,0.94012,0.9196,0.95183,0.88097,0.45952,0.3814,0.95119,0.00108475,0.00108475,0.00108475
75,1267.22,0.59481,0.55763,1.02868,0.86231,0.9022,0.93899,0.87091,0.46059,0.47663,0.94962,0.00108004,0.00108004,0.00108004
76,1283.18,0.60575,0.56171,1.03057,0.94303,0.90705,0.95115,0.88067,0.45541,0.3836,0.95698,0.00107532,0.00107532,0.00107532
77,1298.14,0.61008,0.54939,1.02926,0.94426,0.89785,0.94496,0.87647,0.45318,0.40144,0.95172,0.00107061,0.00107061,0.00107061
78,1313.61,0.64195,0.58138,1.04783,0.93617,0.87669,0.94524,0.87296,0.47261,0.4118,0.95758,0.00106589,0.00106589,0.00106589
79,1330.1,0.59694,0.55068,1.02614,0.92157,0.92066,0.95015,0.88313,0.46153,0.40968,0.95139,0.00106118,0.00106118,0.00106118
80,1348.35,0.57001,0.53927,1.0095,0.9567,0.90678,0.95207,0.88192,0.44731,0.39401,0.94701,0.00105646,0.00105646,0.00105646
81,1363.63,0.61293,0.56523,1.03072,0.91709,0.9092,0.94597,0.87541,0.45426,0.40777,0.95342,0.00105174,0.00105174,0.00105174
82,1380.19,0.6044,0.55289,1.03606,0.92485,0.8907,0.94587,0.87047,0.46654,0.41808,0.96194,0.00104703,0.00104703,0.00104703
83,1395.68,0.55517,0.50774,0.99983,0.94907,0.8968,0.94784,0.87751,0.45962,0.37867,0.95258,0.00104231,0.00104231,0.00104231
84,1411.23,0.60049,0.54766,1.0276,0.92713,0.87825,0.94602,0.88039,0.42578,0.40425,0.94231,0.0010376,0.0010376,0.0010376
85,1426.56,0.57399,0.5347,1.00661,0.94079,0.88853,0.93925,0.86718,0.4537,0.39888,0.95934,0.00103288,0.00103288,0.00103288
86,1441.92,0.59681,0.54386,1.03738,0.88009,0.92077,0.95197,0.87959,0.45091,0.41493,0.959,0.00102817,0.00102817,0.00102817
87,1458.56,0.56134,0.52736,1.00661,0.87938,0.90821,0.94277,0.87576,0.45604,0.45047,0.95678,0.00102345,0.00102345,0.00102345
88,1473.92,0.56946,0.5051,1.0072,0.88563,0.91343,0.94482,0.87237,0.44131,0.42787,0.94989,0.00101873,0.00101873,0.00101873
89,1489.33,0.57178,0.5309,1.00863,0.90917,0.91252,0.95433,0.89161,0.4374,0.38718,0.94493,0.00101402,0.00101402,0.00101402
90,1508,0.60424,0.55512,1.02389,0.93158,0.88313,0.95278,0.88526,0.45208,0.41069,0.95418,0.0010093,0.0010093,0.0010093
91,1523.67,0.60043,0.5319,1.02422,0.92245,0.92293,0.94925,0.87457,0.46519,0.4071,0.95755,0.00100459,0.00100459,0.00100459
92,1539.57,0.58032,0.52492,1.01309,0.8993,0.9097,0.94385,0.88419,0.42783,0.43478,0.94365,0.000999871,0.000999871,0.000999871
93,1556.09,0.57135,0.5347,1.02031,0.90998,0.93064,0.95529,0.88141,0.47105,0.39644,0.95744,0.000995156,0.000995156,0.000995156
94,1572.29,0.56764,0.5131,1.00672,0.91667,0.91879,0.95869,0.87706,0.47126,0.39446,0.96886,0.00099044,0.00099044,0.00099044
95,1588.55,0.57671,0.53306,1.01735,0.91838,0.90013,0.94863,0.88309,0.42818,0.4126,0.94795,0.000985724,0.000985724,0.000985724
96,1603.83,0.57413,0.50825,1.01551,0.94284,0.86457,0.9465,0.88557,0.42903,0.39459,0.94229,0.000981008,0.000981008,0.000981008
97,1618.8,0.57917,0.51896,1.01586,0.89291,0.85299,0.92314,0.85813,0.41804,0.46916,0.93861,0.000976293,0.000976293,0.000976293
98,1633.22,0.57515,0.51937,1.01449,0.91775,0.87827,0.93278,0.86855,0.43518,0.47068,0.94624,0.000971577,0.000971577,0.000971577
